"Rank","Folder","LoadBalancer","Language","Framework","Database","SuccessCount","ErrorCount","Link"
"192","normanfrieman","nginx",".NET","unknown","Postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/normanfrieman"
"193","felipeymn","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipeymn"
"194","oui_tecnologia","custom","c","unknown","unknown","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oui_tecnologia"
"195","vkobinski","nginx","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vkobinski"
"196","edersonlima-dotnet8","nginx","C#","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/edersonlima-dotnet8"
"197","matheuswilliam","nginx","c","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheuswilliam"
"198","oui_tecnologiav2","custom","c","unknown","custom","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oui_tecnologiav2"
"199","rmac737","custom",".NET","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rmac737"
"200","alexsiilvaa","nginx",".NET","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexsiilvaa"
"201","tiagoguerreirodev-python","nginx","python","fastapi","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tiagoguerreirodev-python"
"202","ronaldo_scardini","nginx","rust","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ronaldo_scardini"
"203","alanlviana-aspnet","nginx","dotnet_core","aspnet_core","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alanlviana-aspnet"
"204","italobbarros","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/italobbarros"
"205","felipefrmelo-uvicorn","nginx","unknown","uvicorn","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipefrmelo-uvicorn"
"206","gasparbarancelli-h2-database","nginx","Quarkus","unknown","H2","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gasparbarancelli-h2-database"
"207","leonardohofling","nginx",".NET","unknown","Postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardohofling"
"208","ogabriel-elixir","nginx","elixir","phoenix","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ogabriel-elixir"
"209","cassiano-manuelzinho-golang","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cassiano-manuelzinho-golang"
"210","brilvio","nginx","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brilvio"
"211","ryrden","nginx","go","fiber","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ryrden"
"212","luuisavelino","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luuisavelino"
"213","lfsmariz-go","nginx","go","fiber","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lfsmariz-go"
"214","alfrederson-go","custom","Go","unknown","unknown","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alfrederson-go"
"215","adrianbueno-rocket","nginx","rust","unknown","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adrianbueno-rocket"
"216","silmar-alberti-franken-php","haproxy","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/silmar-alberti-franken-php"
"217","omurilo","nginx","go","unknown","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/omurilo"
"218","g-otn","nginx","javascript","hyperexpress","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/g-otn"
"219","otonielsilva","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/otonielsilva"
"220","leluque-micronaut-java","nginx","java","micronaut","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leluque-micronaut-java"
"221","bine-php-swoole","nginx","php","swoole","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-swoole"
"222","ryan_and_sena","nginx","cpp","aspnet","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ryan_and_sena"
"223","fernandomorais","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandomorais"
"224","gustavonovaes-go","nginx","go","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavonovaes-go"
"225","jonasfeanor","nginx","go","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jonasfeanor"
"226","PedroHenriquevr","nginx","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PedroHenriquevr"
"227","arthurzapparoli","envoy","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurzapparoli"
"228","nathanbahiadev__python","nginx","python","sanic","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nathanbahiadev__python"
"229","pedro-azevedo-e-matheus-gomes-nodejs","nginx","nodejs","express","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedro-azevedo-e-matheus-gomes-nodejs"
"230","fgarrido","haproxy","C#","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fgarrido"
"231","avalonbits","custom","go","echo","sqlite","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/avalonbits"
"232","andresantos-tech-PHP2","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andresantos-tech-PHP2"
"233","rhsobr-bun","nginx","unknown","bun","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rhsobr-bun"
"234","bine-golang","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-golang"
"235","santannaf_web","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_web"
"236","nicholasboari-java-puro","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicholasboari-java-puro"
"237","carioca-tech","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carioca-tech"
"238","lucasmro","nginx","java","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmro"
"239","viniville-spring-webmvc-native","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webmvc-native"
"240","leonardsoncc-go","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardsoncc-go"
"241","droderuan","nginx","node.js","express","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/droderuan"
"242","samluiz","nginx","Go","Fiber","Postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samluiz"
"243","victor-132","nginx","go","fiber","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-132"
"244","eu_fountai","custom","Node","http","Postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eu_fountai"
"245","gustavoramos00-spring-trsfree","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavoramos00-spring-trsfree"
"246","josebaroni-postgrest","nginx","unknown","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/josebaroni-postgrest"
"247","recoba","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/recoba"
"248","brunocamarggo","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brunocamarggo"
"249","daandrn-php","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daandrn-php"
"250","ircnelson","nginx","C#","ASP.NET_Core","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ircnelson"
"251","jpaf","nginx","Go","gin","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jpaf"
"252","maelalvi-quarkus","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/maelalvi-quarkus"
"253","marciocg-javaquarkus","nginx","java","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marciocg-javaquarkus"
"254","zetos-bun","nginx","unknown","bun","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-bun"
"255","gicornachini","nginx","python","aiohttp","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gicornachini"
"256","luisescosta","nginx","nodejs","unknown","postgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luisescosta"
"257","geffersonFerraz-http2","Caddy","Go","unknown","Mongo","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geffersonFerraz-http2"
"258","carlsonsantana-springboot","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carlsonsantana-springboot"
"259","brendonmatos-bun","nginx","TypeScript","Bun","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brendonmatos-bun"
"260","itujo-minimal-node-uws","nginx","node","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/itujo-minimal-node-uws"
"261","pedrovsn","nginx","java","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedrovsn"
"262","ed1000","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ed1000"
"263","bcaua","custom",".NET_Core","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bcaua"
"264","andarilhoz","nginx","unknown","drogon","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andarilhoz"
"265","samueljansem","custom",".NET","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samueljansem"
"266","oliveiraeliel","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oliveiraeliel"
"267","bine-reactphp","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-reactphp"
"268","tonholis-dotnet","nginx","C#","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonholis-dotnet"
"269","gustavoramos00","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavoramos00"
"270","andre237","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andre237"
"271","geffersonFerraz-http3","custom","go","unknown","mongo","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geffersonFerraz-http3"
"272","nicolasmmb","nginx","go","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicolasmmb"
"273","leoralph","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoralph"
"274","dagneifilho","nginx",".NET","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dagneifilho"
"275","ericlessa","nginx","Quarkus","unknown","Postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ericlessa"
"276","wesleyegberto","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wesleyegberto"
"277","bine-php-road-runner","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-road-runner"
"278","gmrms","nginx","kotlin","unknown","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gmrms"
"279","renanvy-crystal","custom","crystal","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/renanvy-crystal"
"280","mauriciorosa-net8","nginx","cpp","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mauriciorosa-net8"
"281","italopussi","nginx","python","flask","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/italopussi"
"282","felipebossolani-dotnet","nginx","dotnet","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet"
"283","zan-clojure-01","nginx","clojure","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zan-clojure-01"
"284","agpsl","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/agpsl"
"285","matheuswilliam-java","nginx","java","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheuswilliam-java"
"286","jndavidx","nginx","python","flask","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jndavidx"
"287","williamsumida","nginx","typescript","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williamsumida"
"288","marcoseckart","nginx","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcoseckart"
"289","rdenadai_bun_sqlite","haproxy","unknown","bun","sqlite","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rdenadai_bun_sqlite"
"290","rodrigocaldeira","nginx","elixir","phoenix","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrigocaldeira"
"291","bbeluco","nginx","dotnet","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bbeluco"
"292","buemura-quarkus","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura-quarkus"
"293","gldmelo-py-fastapi","nginx","C#","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo-py-fastapi"
"294","victorverdoodt","nginx",".NET","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victorverdoodt"
"295","nosilex","nginx","go","unknown","mariadb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nosilex"
"296","geraldojrcg-elixir","nginx","elixir","phoenix","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-elixir"
"297","williamtakeshi-rust","nginx","rust","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williamtakeshi-rust"
"298","andresantos-tech-PHP","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andresantos-tech-PHP"
"299","felipebossolani-dotnet9-preview","nginx","unknown","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet9-preview"
"300","thiagorigonatti-java-core","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagorigonatti-java-core"
"301","dionesvfreitas","nginx","typescript","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dionesvfreitas"
"302","dowingows-phalcon-php","nginx","php","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dowingows-phalcon-php"
"303","gavageovanni-kotlin","custom","kotlin","spring_webflux","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gavageovanni-kotlin"
"304","avinho","nginx","quarkus","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/avinho"
"305","lec-codes-go-rinha","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lec-codes-go-rinha"
"306","weversonl","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/weversonl"
"307","lsfratel","custom","kotlin","ktor","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel"
"308","marcelo-lucas-dotnet-1","custom",".NET","unknown","Postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcelo-lucas-dotnet-1"
"309","lucasmolinari","nginx","NodeJS","unknown","MongoDB","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmolinari"
"310","alcides-kotlin","nginx","kotlin","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alcides-kotlin"
"311","luizfrra","nginx","unknown","javalin","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luizfrra"
"312","david-silva","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/david-silva"
"313","lsfratel-python","custom","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel-python"
"314","exemplo","nginx","clojure","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/exemplo"
"315","santannaf_webflux","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_webflux"
"316","lsfratel-python-own-framework","custom","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel-python-own-framework"
"317","paulohenriquesn-python","nginx","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulohenriquesn-python"
"318","raiane-dev","caddy","go","unknown","sqlite","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/raiane-dev"
"319","vitornorberto-micronaut","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitornorberto-micronaut"
"320","fernandofogliato-java","nginx","java","spring","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandofogliato-java"
"321","ydotnet","nginx","dotnet","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ydotnet"
"322","julioriffel-fastapi","nginx","python","fastapi","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/julioriffel-fastapi"
"323","ramondelemos","nginx","elixir","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramondelemos"
"324","cleidiano","nginx","kotlin","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleidiano"
"325","diegorsousa-spring-native","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegorsousa-spring-native"
"326","m-lnrs-async-python","nginx","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs-async-python"
"327","zetos-haskell","nginx","haskell","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-haskell"
"328","rodrigocaldeira-c","nginx","C","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrigocaldeira-c"
"329","kalelMartinho_fastapi","custom","python","fastapi","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kalelMartinho_fastapi"
"330","vitorbgs","nginx",".NET","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorbgs"
"331","dsinmsdj","custom","perl","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dsinmsdj"
"332","heitor-ps","nginx","NodeJS","Express","Postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/heitor-ps"
"333","vitorsalgado-custom-lb-db-conf","envoy","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorsalgado-custom-lb-db-conf"
"334","gustavofbreunig","nginx","java","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavofbreunig"
"335","andersonhqds-node","nginx","nodejs","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andersonhqds-node"
"336","savio04","nginx","nodejs","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/savio04"
"337","rogerbu-java","nginx","java","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rogerbu-java"
"338","m-lnrs","nginx","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs"
"339","devblack21","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/devblack21"
"340","rodrixl","nginx","python","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrixl"
"341","claudio-silva","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/claudio-silva"
"342","viniciusamc-golang","nginx","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusamc-golang"
"343","dksedlak","nginx","Golang","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dksedlak"
"344","jorgehrique-dotnet","nginx","c#","unknown","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jorgehrique-dotnet"
"345","rafaelpadovezi-mongo","nginx","unknown","unknown","mongodb","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-mongo"
"346","paulohenriqu","nginx","Java","unknown","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulohenriqu"
"347","felipma-rust","nginx","rust","axum","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipma-rust"
"348","victor-marcolino","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-marcolino"
"349","viniciusgferreira","nginx","go","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusgferreira"
"350","gcrispino-pgx","nginx","go","echo","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino-pgx"
"351","robertoseba","nginx","Javascript/Typescript","NestJs","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/robertoseba"
"352","PatrickChagastavares","nginx","Golang","Echo_web_framework","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PatrickChagastavares"
"353","andrew-vasco","nginx","kotlin","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrew-vasco"
"354","zsantana","nginx","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zsantana"
"355","ramosfabiano_v2","nginx","unknown","drogon","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramosfabiano_v2"
"356","antoniogdelrio","nginx","node.js","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/antoniogdelrio"
"357","geraldojrcg-swift","custom","swift","vapor","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-swift"
"358","noriller","nginx","ts","next.js","better-sqlite3","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller"
"359","joaopmerlin","envoy","java","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaopmerlin"
"360","ramosfabiano","nginx","unknown","drogon","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramosfabiano"
"361","vitorlacerda-golang","nginx","Golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorlacerda-golang"
"362","arthurqueiroz4","golang","golang","unknown","postgres","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurqueiroz4"
"363","paulo-paes-bun","nginx","unknown","Bun","PostgreSQL","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo-paes-bun"
"364","hfurlan","nginx","go","unknown","postgresql","61380","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan"
