"Rank","AvgTotal","Folder","AvgCredito","AvgDebito","AvgExtrato","AvgValidacoes","LoadBalancer","Language","Framework","Database","SuccessCount","ErrorCount","Link"
"126","1.278588","santannaf_web_go_unlogged","1.318127","1.220953","1.363441","12.195122","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_web_go_unlogged"
"127","1.279824","lipe1994_dotnet_minimal_api","1.129053","1.07524","3.115591","63.829268","","","","","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lipe1994_dotnet_minimal_api"
"128","1.290685","stefannovasky","1.284945","1.21412","1.717742","20.447154","nginx","C#",".NET_Core","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/stefannovasky"
"129","1.299709","lubien-phoenixqlite","1.327895","1.239233","1.530645","12.756098","nginx","elixir","phoenix","sqlite","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lubien-phoenixqlite"
"130","1.312538","cadu","1.440937","1.196193","1.230645","19.333333","custom","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cadu"
"131","1.313578","wdmatheus","0.73434","0.665885","20.163978","18.626016","nginx",".NET","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wdmatheus"
"132","1.314668","thiagotn","1.344612","1.220777","2.01828","16.113821","nginx","unknown","fastapi","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagotn"
"133","1.317432","zaqueu","1.321047","1.251488","1.643011","17.073171","nginx","c#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zaqueu"
"134","1.322846","stefannovasky-kitajs","1.308661","1.246495","1.610215","23.886179","nginx","node.js","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/stefannovasky-kitajs"
"135","1.324911","micael-ortega-golang","1.26712","1.18177","3.686559","21.097561","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/micael-ortega-golang"
"136","1.326781","ftathiago-blogdoft-csharp-aot","1.309265","1.192965","3.453763","15.138211","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ftathiago-blogdoft-csharp-aot"
"137","1.335024","juniorleaoo","1.32427","1.252547","1.746237","23.447154","custom","kotlin","http4k","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juniorleaoo"
"138","1.342894","gasparbarancelli","1.416465","1.186435","2.791935","18","custom","Quarkus","unknown","Postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gasparbarancelli"
"139","1.345251","alexandrepossebom-rust","1.396626","1.200277","3.261828","10.813008","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexandrepossebom-rust"
"140","1.360259","zan-dotnet","1.380967","1.289586","1.680108","15.96748","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zan-dotnet"
"141","1.360389","ryansdb","1.423011","1.271029","1.752151","14.138211","nginx","cpp","unknown","custom","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ryansdb"
"142","1.374665","limaenz-dotnet","1.385549","1.303681","1.773656","16.471545","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/limaenz-dotnet"
"143","1.37803","felipemarkson","1.388973","1.226349","3.704301","13.341463","nginx","C","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipemarkson"
"144","1.3799","gavageovanni","1.317019","1.226349","4.404301","15.308943","custom","golang","echo","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gavageovanni"
"145","1.383266","guiestimo","1.36712","1.268356","3.23871","12.98374","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/guiestimo"
"146","1.385575","lucasSSalgado","1.378147","1.268583","3.032258","15.406504","custom","golang","fiber","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasSSalgado"
"147","1.38881","josebaroni","1.402014","1.258447","3.234946","13.373984","nginx","go","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/josebaroni"
"148","1.40198","geo-aspnet","1.382326","1.281997","3.368817","13.520325","nginx",".net","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geo-aspnet"
"149","1.420321","zetos-node","1.332981","1.268986","3.172581","37.821138","nginx","nodeJS","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-node"
"150","1.42224","felipefrmelo-robyn","1.508207","1.328543","1.455914","17.243902","nginx","unknown","robyn","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipefrmelo-robyn"
"151","1.431491","crebitojs","1.434542","1.366263","1.813441","16.195122","nginx","Node.js","unknown","Postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/crebitojs"
"152","1.432532","raissadev","1.45715","1.261649","3.914516","15.02439","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/raissadev"
"153","1.433393","vineboneto-go","1.500906","1.341427","1.587634","17.853659","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vineboneto-go"
"154","1.434255","anibal.ferreira","1.487563","1.384216","0.979032","15.845528","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/anibal.ferreira"
"155","1.441458","kauefraga-golang","1.469285","1.307564","3.036022","16.00813","nginx","go","gofiber","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kauefraga-golang"
"156","1.451929","mgenteluci","1.533484","1.359758","1.514516","17.056911","custom","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mgenteluci"
"157","1.453588","gldmelo","1.475579","1.358422","1.760215","23.95122","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo"
"158","1.456482","bbonagura9","1.382276","1.255396","1.51129","77.447154","nginx","go","gin","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bbonagura9"
"159","1.458872","h4ad","1.400302","1.366364","1.882796","34.333333","nginx","nodejs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/h4ad"
"160","1.469034","ricardovhz","1.479104","1.419617","1.624194","13.430894","envoy","go","gin","rinha2_store","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ricardovhz"
"161","1.470953","viniciusfcf","1.599648","1.352042","1.65914","16.186992","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusfcf"
"162","1.487927","andre-gbi-aspnet","1.31576","1.209203","3.762366","84.764228","nginx","c#","aspnet","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andre-gbi-aspnet"
"163","1.489391","ftathiago-blogdoft-csharp","1.470292","1.304034","3.704839","30.837398","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ftathiago-blogdoft-csharp"
"164","1.491244","allissonazevedo-python","1.473464","1.452496","1.872043","11.097561","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/allissonazevedo-python"
"165","1.493895","pietrohl","1.488721","1.356152","3.447849","17.195122","haproxy","rust","axum","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pietrohl"
"166","1.496057","ruhtar","1.42422","1.311523","3.080108","48.642276","nginx",".net_8","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ruhtar"
"167","1.501992","buemura","1.491037","1.434065","1.621505","23.365854","nginx","go","echo","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura"
"168","1.505634","skvggor-pankkivahva-rust","1.511279","1.336359","4.174731","14.813008","custom","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/skvggor-pankkivahva-rust"
"169","1.506853","gmafrac-golang","1.451813","1.391704","3.694086","14.447154","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gmafrac-golang"
"170","1.514333","mateusdeitos-php-swoole","1.615055","1.34241","1.682258","38.146341","nginx","php","swoole","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateusdeitos-php-swoole"
"171","1.515162","cassiano-pedrinho-rust","1.520443","1.336838","3.723118","24.772358","nginx","rust","axum","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cassiano-pedrinho-rust"
"172","1.519519","andrepraeiro","1.465509","1.357186","4.138172","22.98374","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrepraeiro"
"173","1.546185","oui_tecnologia","1.620997","1.45121","2.01828","12.95122","custom","c","unknown","unknown","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oui_tecnologia"
"174","1.547811","fhgm","1.521198","1.417776","3.171505","23.219512","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fhgm"
"175","1.548575","felipeymn","1.554079","1.400454","3.796774","14.422764","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipeymn"
"176","1.549242","gilmardealcantara","1.590735","1.404791","3.180645","16.756098","nginx","Golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gilmardealcantara"
"177","1.55103","oui_tecnologiav2","1.639225","1.452975","1.964516","12.674797","custom","c","unknown","custom","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oui_tecnologiav2"
"178","1.560688","rmac737","1.57281","1.410187","3.591935","17.414634","custom",".NET","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rmac737"
"179","1.561078","alanlviana-aspnet","1.715559","1.338174","3.817204","14.373984","nginx","dotnet_core","aspnet_core","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alanlviana-aspnet"
"180","1.561208","gasparbarancelli-h2-database","1.553072","1.331518","5.877419","11.666667","nginx","Quarkus","unknown","H2","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gasparbarancelli-h2-database"
"181","1.561696","ronaldo_scardini","1.509416","1.430988","3.97957","15.585366","nginx","rust","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ronaldo_scardini"
"182","1.563485","italobbarros","1.621501","1.46354","2.223118","14.447154","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/italobbarros"
"183","1.564021","edersonlima-dotnet8","1.613092","1.456682","2.058602","20.772358","nginx","C#","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/edersonlima-dotnet8"
"184","1.564655","tiagoguerreirodev-python","1.566365","1.501916","1.858065","17.081301","nginx","python","fastapi","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tiagoguerreirodev-python"
"185","1.569582","alissonsleal_go","1.562185","1.395033","3.787097","25.512195","nginx","go","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alissonsleal_go"
"186","1.573192","felipefrmelo-uvicorn","1.679104","1.465482","1.642473","18.154472","nginx","unknown","uvicorn","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipefrmelo-uvicorn"
"187","1.575484","normanfrieman","1.553424","1.419037","3.369892","28.447154","nginx",".NET","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/normanfrieman"
"188","1.576167","cassiano-manuelzinho-golang","1.60574","1.416818","3.813441","14.349593","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cassiano-manuelzinho-golang"
"189","1.578313","matheuswilliam","1.604884","1.488351","1.527957","27.056911","nginx","c","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheuswilliam"
"190","1.581874","ogabriel-elixir","1.668933","1.414851","3.113978","18.211382","nginx","elixir","phoenix","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ogabriel-elixir"
"191","1.584622","alfrederson-go","1.67281","1.495184","1.733333","13.934959","custom","Go","unknown","unknown","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alfrederson-go"
"192","1.587272","lfsmariz-go","1.556445","1.451614","3.891935","15.455285","nginx","go","fiber","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lfsmariz-go"
"193","1.588297","ryrden","1.68711","1.479123","1.841935","17","nginx","go","fiber","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ryrden"
"194","1.588898","luuisavelino","1.66853","1.503631","1.580645","16.349593","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luuisavelino"
"195","1.599792","silmar-alberti-franken-php","1.719084","1.487191","1.742473","16.487805","haproxy","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/silmar-alberti-franken-php"
"196","1.603824","leonardohofling","1.63006","1.489259","1.910753","29.666667","nginx",".NET","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardohofling"
"197","1.605499","brilvio","1.593656","1.449546","3.456452","25.813008","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brilvio"
"198","1.608279","omurilo","1.748338","1.461523","2.156989","18.01626","nginx","go","unknown","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/omurilo"
"199","1.608718","LuisKpBeta","1.508409","1.321457","4.108065","72.634146","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/LuisKpBeta"
"200","1.616913","otonielsilva","1.61571","1.48704","3.369892","17.178862","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/otonielsilva"
"201","1.621417","bine-php-swoole","1.734945","1.510842","1.941398","14.105691","nginx","php","swoole","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-swoole"
"202","1.63275","mangar-golang","1.499899","1.409657","3.963978","59.764228","nginx","Golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mangar-golang"
"203","1.636408","ryan_and_sena","1.757351","1.513036","1.958602","17.01626","nginx","cpp","aspnet","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ryan_and_sena"
"204","1.642229","leluque-micronaut-java","1.611833","1.429249","4.666667","29.487805","nginx","java","micronaut","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leluque-micronaut-java"
"205","1.643952","fernandomorais","1.676183","1.456354","4.055914","20.455285","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandomorais"
"206","1.644993","gustavonovaes-go","1.770443","1.46064","3.492473","12.894309","nginx","go","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavonovaes-go"
"207","1.649594","jonasfeanor","1.821954","1.518432","1.868817","12.796748","nginx","go","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jonasfeanor"
"208","1.659041","alexsiilvaa","1.538318","1.516415","1.697312","66.560976","nginx",".NET","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexsiilvaa"
"209","1.666423","thyagopiske-dotnet","1.419537","1.307388","3.541935","128.934959","nginx","dotnet","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thyagopiske-dotnet"
"210","1.66839","nathanbahiadev__python","1.651863","1.523853","4.118817","13.886179","nginx","python","sanic","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nathanbahiadev__python"
"211","1.678634","arthurzapparoli","1.678751","1.598865","2.047849","21.796748","envoy","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurzapparoli"
"212","1.689674","avalonbits","1.773263","1.586132","2.095161","15.447154","custom","go","echo","sqlite","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/avalonbits"
"213","1.69647","fgarrido","1.753676","1.597075","1.96828","20.398374","haproxy","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fgarrido"
"214","1.705364","andresantos-tech-PHP2","1.721349","1.628114","2.158602","17.178862","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andresantos-tech-PHP2"
"215","1.707315","bine-golang","1.80136","1.596722","2.18172","15.00813","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-golang"
"216","1.715607","santannaf_web","1.788167","1.623802","1.849462","17.577236","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_web"
"217","1.737997","viniville-spring-webmvc-native","1.745267","1.605825","3.549462","15.788618","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webmvc-native"
"218","1.740094","lucasmro","1.711279","1.586914","4.201075","18.569106","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmro"
"219","1.750224","leonardsoncc-go","1.935096","1.611019","1.494086","20.658537","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardsoncc-go"
"220","1.753524","victor-132","1.87855","1.645461","1.843011","15.056911","nginx","go","fiber","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-132"
"221","1.76206","pedro-azevedo-e-matheus-gomes-nodejs","1.839225","1.555951","1.737634","56.130081","nginx","nodejs","express","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedro-azevedo-e-matheus-gomes-nodejs"
"222","1.762808","droderuan","1.708409","1.705093","2.189785","22.699187","nginx","node.js","express","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/droderuan"
"223","1.767621","rhsobr-bun","1.730564","1.603101","2.710215","46.544715","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rhsobr-bun"
"224","1.769084","nicholasboari-java-puro","1.77573","1.548462","4.186559","35.276423","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicholasboari-java-puro"
"225","1.774125","gustavoramos00-spring-trsfree","1.750554","1.622239","4.149462","18.634146","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavoramos00-spring-trsfree"
"226","1.775328","carioca-tech","1.694713","1.654866","2.90914","36.487805","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carioca-tech"
"227","1.783994","daandrn-php","1.891641","1.626097","3.193011","14.00813","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daandrn-php"
"228","1.79201","brunocamarggo","1.83721","1.624962","3.780108","18.292683","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brunocamarggo"
"229","1.810237","recoba","1.782377","1.652874","3.453226","32.203252","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/recoba"
"230","1.81344","gicornachini","1.800151","1.668886","3.919892","18.715447","nginx","python","aiohttp","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gicornachini"
"231","1.815277","jpaf","1.846425","1.626853","3.75914","28.146341","nginx","Go","gin","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jpaf"
"232","1.816041","maelalvi-quarkus","1.918479","1.682098","1.998387","25.707317","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/maelalvi-quarkus"
"233","1.826317","marciocg-javaquarkus","1.85282","1.606354","4.315591","30.829268","nginx","java","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marciocg-javaquarkus"
"234","1.838431","carlsonsantana-springboot","1.810826","1.774534","2.119355","22.650407","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carlsonsantana-springboot"
"235","1.844772","luisescosta","1.970091","1.699143","1.634946","31.739837","nginx","nodejs","unknown","postgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luisescosta"
"236","1.868413","andarilhoz","1.953575","1.693974","4.021505","11.804878","nginx","unknown","drogon","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andarilhoz"
"237","1.874022","pedrovsn","1.977241","1.743772","2.245161","21.593496","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedrovsn"
"238","1.876624","samueljansem","1.901007","1.792032","2.492473","15.902439","custom",".NET","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samueljansem"
"239","1.877746","brendonmatos-bun","1.97432","1.754337","1.716667","28.512195","nginx","TypeScript","Bun","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brendonmatos-bun"
"240","1.883014","oliveiraeliel","1.856193","1.722844","4.602151","16.739837","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oliveiraeliel"
"241","1.888623","ed1000","1.902216","1.725063","3.720968","24.723577","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ed1000"
"242","1.889371","bine-reactphp","1.986707","1.786762","2.201613","14.536585","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-reactphp"
"243","1.898298","ircnelson","1.796928","1.723147","2.144086","71.02439","nginx","C#","ASP.NET_Core","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ircnelson"
"244","1.906297","gustavoramos00","1.861329","1.763868","4.354839","18.065041","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavoramos00"
"245","1.908541","andre237","1.949295","1.833611","2.080645","16.886179","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andre237"
"246","1.934085","itujo-minimal-node-uws","1.914502","1.685451","4.092473","52.626016","nginx","node","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/itujo-minimal-node-uws"
"247","1.955157","leoralph","2.083887","1.828517","2.324731","16.414634","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoralph"
"248","1.964213","ericlessa","2.009768","1.808875","3.769892","17.390244","nginx","Quarkus","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ericlessa"
"249","1.98283","gmrms","2.027946","1.901412","2.216667","17.414634","nginx","kotlin","unknown","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gmrms"
"250","1.985448","renanvy-crystal","2.113897","1.829047","3.025806","15.943089","custom","crystal","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/renanvy-crystal"
"251","1.98831","bine-php-road-runner","2.090282","1.864902","2.237097","21.552846","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-road-runner"
"252","2.003967","wesleyegberto","2.151208","1.825013","2.17957","33.276423","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wesleyegberto"
"253","2.012503","mauriciorosa-net8","2.179255","1.846773","2.277957","24.512195","nginx","cpp","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mauriciorosa-net8"
"254","2.017804","italopussi","2.103072","1.831291","3.974194","18.804878","nginx","python","flask","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/italopussi"
"255","2.042518","dagneifilho","1.836858","1.872844","4.117742","58.577236","nginx",".NET","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dagneifilho"
"256","2.042632","agpsl","2.200856","1.882879","2.005376","28.569106","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/agpsl"
"257","2.050014","matheuswilliam-java","2.139225","1.942461","2.474731","15.902439","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheuswilliam-java"
