"Rank","AvgTotal","Folder","AvgCredito","AvgDebito","AvgExtrato","AvgValidacoes","LoadBalancer","Language","Framework","Database","SuccessCount","ErrorCount","Link"
"389","4.304554","thicsilva","4.966566","3.949697","3.263978","27.569106","nginx","dotnet","unknown","mariadb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thicsilva"
"390","4.308749","rdenadai_rust","4.650906","4.023222","4.338172","40.682927","nginx","rust","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rdenadai_rust"
"391","4.343447","engylemure","5.080614","4.012254","1.826882","30.162602","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/engylemure"
"392","4.350227","santannaf_webflux_wu","5.067875","3.915809","2.71828","53.227642","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_webflux_wu"
"393","4.35995","mdamaceno-ruby","5.233635","3.819239","4.786022","31.195122","nginx","ruby","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mdamaceno-ruby"
"394","4.363299","heitor-jsr","4.707503","3.957867","8.055914","23.674797","nginx","golang","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/heitor-jsr"
"395","4.393005","vhogemann","4.177492","4.166162","6.361828","82.560976","custom","F#","Falco","Postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vhogemann"
"396","4.411362","jefersonbaixo","4.883686","4.13704","2.512903","45.308943","nginx","elixir","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jefersonbaixo"
"397","4.451067","rschio","5.095619","4.016062","5.426882","25.886179","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rschio"
"398","4.461376","paulo_sergio","4.948338","4.076752","5.771505","30.04065","nginx","python","FastApi","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo_sergio"
"399","4.476107","henr1q-fastapi","5.183283","4.032199","4.466129","33.577236","nginx","python","fastapi","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/henr1q-fastapi"
"400","4.48435","grilario","5.707301","3.86586","3.063441","27.934959","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/grilario"
"401","4.518723","danielwisky","4.774924","4.325542","4.543011","25.073171","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/danielwisky"
"402","4.531844","Edmar-Sousa","5.151964","4.003555","5.867204","54.552846","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/Edmar-Sousa"
"403","4.630051","jfilipedias","5.324572","4.18351","5.328495","25.910569","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jfilipedias"
"404","4.651968","1garo","5.858006","4.02887","3.786559","23.918699","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/1garo"
"405","4.682113","thiagodamas-go-swagger-sqlc-postgres","4.855136","4.193419","11.767742","27.170732","custom","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagodamas-go-swagger-sqlc-postgres"
"406","4.695511","robsoncassol","5.569789","4.266667","2.641935","32.861789","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/robsoncassol"
"407","4.709331","juliotsutsui-node","5.343857","4.240923","5.181183","46.154472","nginx","nodejs","express","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juliotsutsui-node"
"408","4.72177","cairocampos98","5.377845","4.329123","3.012903","51.235772","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cairocampos98"
"409","4.756386","lucas_delboni","4.539778","4.399521","6.498925","128.447154","nginx","unknown","ktor","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucas_delboni"
"410","4.772954","lobomfz","5.41571","4.359783","3.50914","53.325203","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lobomfz"
"411","4.832285","quokka","5.156495","4.408497","8.987634","26.292683","custom","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/quokka"
"412","4.858007","taciossbr","5.17291","4.707917","3.580645","21.723577","custom","python","flask","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/taciossbr"
"413","4.8962","bine-php-hyperf","5.919335","4.428996","2.289785","29.756098","nginx","php","unknown","mariadb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-hyperf"
"414","4.921532","joaojr13","4.554783","4.282501","6.801075","241.764228","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaojr13"
"415","5.021349","viniville-spring-webflux","4.400906","4.360514","6.269355","299.406504","nginx","java","Spring_Boot_3_-_WebFlux","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webflux"
"416","5.168089","srlucasromulo-not_so_fast_api","5.83006","4.725946","6.622043","18.861789","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/srlucasromulo-not_so_fast_api"
"417","5.341658","gusinacio","6.363092","4.821508","3.864516","30.471545","haproxy","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gusinacio"
"418","5.496821","jazielloureiro","6.956596","4.883081","1.832258","23.105691","nginx","go","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jazielloureiro"
"419","5.51378","santanna_web_go","7.094008","4.828467","1.35914","34.162602","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santanna_web_go"
"420","5.514918","ddanielsantos","6.068077","5.076601","6.499462","42.642276","nginx","rust","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielsantos"
"421","5.526869","rafaqwe1","6.966717","4.856858","3.218817","23.98374","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaqwe1"
"422","5.666959","hfurlan-java","6.568781","5.221004","3.562903","35.666667","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan-java"
"423","5.672666","rafaelpadovezi-django","6.097382","5.432047","2.998925","55.113821","nginx","python","django","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-django"
"424","5.732094","buemura-nestjs","6.263545","5.184695","3.804839","125.569106","nginx","Node","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura-nestjs"
"425","5.741639","rafaelpadovezi","6.051863","4.829526","2.700538","295.739837","nginx","unknown","aspnet","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi"
"426","5.853048","brunolipe-a","5.808157","5.503681","4.640323","144.089431","nginx","nodejs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brunolipe-a"
"427","5.956344","ramonmelod-node-express","7.040332","5.416011","3.522581","41.95935","nginx","nodejs","express","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramonmelod-node-express"
"428","6.050014","deno-cassiogangrel","7.175579","5.369844","5.432796","52.95935","custom","unknown","deno","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/deno-cassiogangrel"
"429","6.055266","macielti","5.918026","5.134493","5.226344","337.642276","nginx","clojure","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/macielti"
"430","6.125327","jjeanjacques10","5.925327","5.624912","13.40914","89.626016","custom","Kotlin","Spring_Boot","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jjeanjacques10"
"431","6.292587","tiagorconceicao-node","7.320896","5.729249","2.919355","72.910569","nginx","node.js","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tiagorconceicao-node"
"432","6.346666","erickreis","6.477392","6.182501","6.082796","42.162602","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/erickreis"
"433","6.461392","marcusdacoregio","8.037261","5.80469","2.187634","28.390244","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusdacoregio"
"434","6.492594","gabriel-roque","6.805791","6.041024","5.511828","116.357724","nginx","NodeJs","unknown","PostgresSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gabriel-roque"
"435","6.520934","carlosdemarco","5.948892","5.748891","5.774194","359.113821","nginx","java","webflux","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carlosdemarco"
"436","6.578264","rp83t1","7.372558","6.207993","4.81129","24.439024","custom","golang","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rp83t1"
"437","6.633676","jpmoura-go","7.7429","6.201664","2.055914","36.056911","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jpmoura-go"
"438","6.677349","noriller-4","6.559013","6.327736","12.496774","50.512195","nginx","unknown","next.js","better-sqlite3","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-4"
"439","6.77193","michaelalves204","8.338872","6.0441","4.139785","28.252033","nginx","ruby","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/michaelalves204"
"440","6.967579","franklaercio","6.924572","6.191528","7.144624","261.463415","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/franklaercio"
"441","7.001154","antunesleo-python","7.495468","6.858699","3.510753","25.902439","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/antunesleo-python"
"442","7.030942","matheusbaptistella-rust","8.191188","6.396067","6.317742","35.186992","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusbaptistella-rust"
"443","7.310928","jeifersonalmeida-spring","7.90282","6.928543","8.027419","24.203252","nginx","Java","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jeifersonalmeida-spring"
"444","7.939174","matheus-mr","8.537915","7.577862","8.104839","25.260163","nginx","java","webflux","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheus-mr"
"445","8.225566","leandroaa","8.993857","7.633661","4.851613","126.04878","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leandroaa"
"446","8.269028","schrammel-bun-prisma","8.337714","7.879501","10.903763","82.934959","custom","unknown","bun","unknown","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/schrammel-bun-prisma"
"447","8.27771","mateuscolvr","9.051208","7.874357","6.097312","46.414634","custom","OCaml","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateuscolvr"
"448","9.518788","santanna_web_wu","10.796375","9.027332","5.341398","24.869919","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santanna_web_wu"
"449","9.688942","hallexcosta-hyperf","9.713343","9.401488","10.998925","78.626016","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hallexcosta-hyperf"
"450","9.745329","mariofronza-kotlin","9.871803","9.132426","8.905914","199.642276","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mariofronza-kotlin"
"451","10.231241","rafaelpadovezi-django-orm","10.734089","9.828013","9.43172","71.146341","nginx","python","django","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-django-orm"
"452","11.786872","densyy-bun","11.673666","11.519894","17.245699","33.601626","custom","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/densyy-bun"
"453","12.210852","noriller-5","12.189023","11.854917","17.136022","56.02439","nginx","ts","next.js","better-sqlite3","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-5"
"454","18.524023","arrudaricardo-01","18.954179","17.377988","25.438172","214.04065","nginx","unknown","bun","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arrudaricardo-01"
"455","22.220884","wosteimer","22.175126","21.66407","33.49086","38.723577","nginx","python","starlette","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wosteimer"
"456","26.305465","vpithan-bun","26.932931","26.362355","14.768817","81.105691","nginx","clojure","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vpithan-bun"
"457","27.918134","danilo-nodejs","27.41289","28.040419","27.77043","72.300813","nginx","nodejs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/danilo-nodejs"
"458","29.671122","boaglio-jaiminho","37.848943","25.548134","29.718817","37.943089","custom","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/boaglio-jaiminho"
"459","34.759264","mdamaceno-ada","35.95856","33.886435","36.92957","89.731707","nginx","ada","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mdamaceno-ada"
"460","45.529226","matheusdojava","45.287462","45.115809","55.368817","69.073171","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusdojava"
"461","52.37603","arrudaricardo-02","52.996173","52.716717","38.041398","59.162602","nginx","go","unknown","postgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arrudaricardo-02"
"462","54.749524","tonico","54.949245","54.253051","62.926344","58.934959","custom","ruby","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonico"
"463","57.914752","impedro29-performance","60.637915","59.192915","3.837097","23.853659","nginx","golang","unknown","nutsdb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/impedro29-performance"
"464","57.97792","adamatti-node","63.800856","56.270726","33.525269","38.02439","nginx","javascript","express","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adamatti-node"
"465","58.343804","daniloflorenzano","96.218731","41.106178","4.655914","312.878049","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daniloflorenzano"
"466","63.747882","vitor_weirich_java_network_host","63.449295","62.955522","84.556989","52.772358","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitor_weirich_java_network_host"
"467","67.932263","glauco-filho-01","70.096828","67.234897","58.808065","81.268293","nginx","unknown","fastapi","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/glauco-filho-01"
"468","91.384599","vitor_weirich_java","92.253676","91.362078","87.07043","23.560976","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitor_weirich_java"
"469","114.055314","gcrispino","119.879204","112.180837","89.717742","146.146341","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino"
"470","1.540234","kleytonsolinho-golang","1.358308","1.247504","8.740323","16.422764","nginx","go","unknown","mysql","61502","1","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kleytonsolinho-golang"
"471","3.459766","marcusadriano-go","4.015962","3.089032","3.717742","29.292683","nginx","golang","fiber","postgres","61502","1","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusadriano-go"
"472","1.41637","lm-bunsh","1.484542","1.337368","1.604839","13.03252","nginx","unknown","bun","sqlite3","61501","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lm-bunsh"
"473","2.258183","gbfonseca","2.06007","1.712204","14.280645","28.487805","nginx","rust","unknown","mongodb","61501","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gbfonseca"
"474","2.704746","victor-marcolino","2.747885","2.581619","4.127419","13.926829","nginx","go","unknown","postgres","61501","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-marcolino"
"475","3.752451","garodrigues","4.362941","3.313162","4.297312","38.585366","nginx","python","fastapi","postgres","61501","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/garodrigues"
"476","1.192739","aysion_bun","1.231772","1.127484","1.301613","14.284553","nginx","unknown","bun","SQLite","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/aysion_bun"
"477","1.334569","accerqueira-redbean-atw-down","1.194209","0.866994","1.780108","168.02439","redbean","unknown","redbean","redbean","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/accerqueira-redbean-atw-down"
"478","1.591093","adrianbueno-rocket","1.701762","1.502521","1.475806","14.02439","nginx","rust","unknown","mongodb","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adrianbueno-rocket"
"479","1.664244","PedroHenriquevr","1.708812","1.490393","3.939785","16.113821","nginx","rust","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PedroHenriquevr"
"480","1.74663","samluiz","1.715609","1.585653","4.725806","13.609756","nginx","Go","Fiber","Postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samluiz"
"481","1.811489","eu_fountai","1.754985","1.627332","3.592473","43.382114","custom","Node","http","Postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eu_fountai"
"482","1.957108","josebaroni-postgrest","1.768933","1.637544","3.866129","106.512195","nginx","unknown","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/josebaroni-postgrest"
"483","2.092061","marcoseckart","1.941793","1.762254","10.004301","13.04878","nginx","rust","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcoseckart"
"484","2.464156","luizfrra","2.344159","2.220802","3.425269","85.772358","nginx","unknown","javalin","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luizfrra"
"485","2.60945","heitor-ps","2.748187","2.442108","2.589247","34.471545","nginx","NodeJS","Express","Postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/heitor-ps"
"486","2.632912","rogerbu-java","2.699799","2.380005","5.761828","26.065041","nginx","java","unknown","postgresql","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rogerbu-java"
"487","2.684032","viniciusamc-golang","3.333333","2.355623","1.610753","19.96748","nginx","golang","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusamc-golang"
"488","2.826578","PatrickChagastavares","3.538318","2.458018","1.404301","28.252033","nginx","Golang","Echo_web_framework","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PatrickChagastavares"
"489","3.003837","hfurlan","3.671551","2.601109","3.141398","22.96748","nginx","go","unknown","postgresql","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan"
"490","3.110791","diogoviana","3.23993","2.85711","5.787634","23.577236","nginx","ruby","sinatra","SQLite","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diogoviana"
"491","3.335545","breno5g","4.062638","2.918608","3.473656","18.284553","nginx","go","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/breno5g"
"492","3.403444","java-cassiogangrel","4.091591","2.982022","3.37957","28.536585","custom","unknown","aspnet","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/java-cassiogangrel"
"493","3.416711","lukaskj-ts","3.641339","3.004211","4.228495","87.878049","nginx","typescript","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lukaskj-ts"
"494","4.131262","direisc","4.721148","3.533132","4.66828","93.626016","nginx","node","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/direisc"
"495","4.17991","biigode","4.866566","3.638427","4.755914","59.195122","nginx","node.js","unknown","PostgreSQL","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/biigode"
"496","4.497716","diegomarques-springboot","4.78575","4.186435","6.948925","21.292683","nginx","java","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegomarques-springboot"
"497","4.528869","marcusxavierr","5.298439","4.202673","2.51129","15.95935","nginx","Go","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusxavierr"
"498","4.582118","gabrielfmagalhaes","4.984794","4.315784","4.246237","30.520325","nginx","java","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gabrielfmagalhaes"
"499","4.664374","NathanFirmo","5.894512","3.9824","3.757527","39.650407","nginx","go","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/NathanFirmo"
"500","5.30444","williammaia","6.596576","4.770045","1.980645","19.243902","nginx","go","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williammaia"
"501","5.365885","rafaelleoni","6.059869","4.935401","5.07043","36.585366","traefik","golang","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelleoni"
"502","5.377591","leoggo_rust","6.694663","4.50585","7.636559","39.642276","nginx","rust","actix_web","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoggo_rust"
"503","5.564883","julianojj","6.915257","4.909355","3.794624","25.666667","","","","","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/julianojj"
"504","5.647757","aysion_nodejs","6.931168","4.944554","2.07957","79.121951","nginx","nodeJS","unknown","mariaDB","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/aysion_nodejs"
"505","6.079297","leoggo_golang","7.58283","5.177988","7.43871","33.373984","nginx","golang","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoggo_golang"
"506","6.351528","glauberborges","6.617976","5.985628","6.130108","84.658537","nginx","PHP","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/glauberborges"
"507","7.776873","yMarceloMaia","9.166667","7.048235","5.863978","47.243902","custom","node","express","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/yMarceloMaia"
"508","8.414419","samuelfr7","8.793807","7.514145","8.204839","240.609756","nginx","unknown","bun","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samuelfr7"
"509","13.568232","jonattas_bunjs","13.604683","13.332325","16.433333","40.422764","nginx","typescript","unknown","postgresql","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jonattas_bunjs"
"510","15.579728","gwoliveira-no-db-lock","15.486153","15.704816","13.529032","21.365854","custom","kotlin","ktor","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gwoliveira-no-db-lock"
"511","17.259028","ptrecenti","19.658258","16.325794","10.150538","38.276423","nginx","java","unknown","postgresql","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ptrecenti"
"512","35.431247","thiagosantana","39.245317","33.79115","14.985484","257.609756","nginx","Java","unknown","mongodb","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagosantana"
"513","48.831797","BrayaOrtega","50.293253","48.737166","35.563978","44.00813","custom",".NET","unknown","PostgreSQL","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/BrayaOrtega"
"514","56.341561","hass-rust","60.972306","55.191276","33.970968","17.829268","nginx","rust","unknown","postgres","61500","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hass-rust"
"515","1.923548","nicolasmmb","2.009617","1.828089","2.070968","16.577236","nginx","go","unknown","postgresql","61499","4","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicolasmmb"
"516","2.217632","fabiokleis","2.258812","2.128845","2.558065","19.04878","nginx","erlang","unknown","postgres","61499","4","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fabiokleis"
"517","1.562981","vkobinski","1.656193","1.401715","2.698925","21.333333","nginx","rust","unknown","postgres","61498","5","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vkobinski"
"518","4.842154","renanvm","5.482276","4.32355","7.375269","30.398374","nginx","java","unknown","postgres","61498","5","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/renanvm"
"519","2.493797","ydotnet","2.575076","2.179652","4.251613","64.081301","nginx","dotnet","unknown","postgres","61497","6","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ydotnet"
"520","1.059721","omurilo-perl","1.141692","0.973449","1.394086","10.585366","nginx","perl","unknown","sqlite","61496","7","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/omurilo-perl"
"521","0.738289","pedrohenriquea","0.771903","0.689435","0.724731","11.268293","nginx","go","unknown","postgres","61495","8","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedrohenriquea"
